user_id,age,occupation,gender,age_normalized,occupation_公务员,occupation_其他,occupation_医生,occupation_商人,occupation_学生,occupation_工程师,occupation_教师,occupation_自由职业者,occupation_设计师
21,55,工程师,男,0.7872340425531915,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,19,其他,女,0.021276595744680826,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,38,商人,男,0.42553191489361697,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,50,商人,女,0.6808510638297872,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25,29,设计师,男,0.23404255319148937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,39,设计师,男,0.44680851063829785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,61,设计师,男,0.9148936170212766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28,42,工程师,女,0.5106382978723404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,44,其他,男,0.5531914893617021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,59,教师,男,0.8723404255319148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,45,设计师,女,0.5744680851063829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,33,自由职业者,女,0.3191489361702128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,32,学生,女,0.2978723404255319,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,64,学生,男,0.9787234042553191,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,61,工程师,女,0.9148936170212766,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36,20,设计师,男,0.04255319148936171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,54,公务员,女,0.7659574468085105,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,24,医生,女,0.12765957446808507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
39,38,教师,女,0.42553191489361697,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40,26,自由职业者,男,0.17021276595744683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,56,其他,男,0.8085106382978723,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,35,公务员,男,0.36170212765957444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,21,商人,男,0.06382978723404253,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,42,公务员,男,0.5106382978723404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,31,工程师,男,0.276595744680851,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,26,教师,男,0.17021276595744683,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47,43,作家,男,0.5319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,19,作家,男,0.021276595744680826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,37,设计师,女,0.4042553191489362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50,45,设计师,女,0.5744680851063829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51,64,工程师,男,0.9787234042553191,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
52,24,其他,男,0.12765957446808507,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,61,设计师,男,0.9148936170212766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,25,医生,男,0.14893617021276595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
55,64,教师,女,0.9787234042553191,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
56,52,工程师,女,0.723404255319149,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57,31,学生,男,0.276595744680851,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58,34,商人,女,0.34042553191489355,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59,53,工程师,女,0.7446808510638298,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60,57,工程师,男,0.8297872340425531,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
61,21,作家,男,0.06382978723404253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,19,自由职业者,男,0.021276595744680826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63,23,其他,男,0.10638297872340424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,59,自由职业者,女,0.8723404255319148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
65,21,医生,男,0.06382978723404253,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
66,46,学生,女,0.5957446808510638,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
67,35,作家,男,0.36170212765957444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,43,学生,女,0.5319148936170213,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
69,61,医生,男,0.9148936170212766,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70,51,自由职业者,男,0.702127659574468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
71,27,工程师,女,0.1914893617021276,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
72,53,设计师,女,0.7446808510638298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
73,31,设计师,女,0.276595744680851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74,48,公务员,男,0.6382978723404255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,32,商人,女,0.2978723404255319,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
76,25,其他,女,0.14893617021276595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,31,医生,女,0.276595744680851,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78,40,商人,女,0.46808510638297873,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
79,57,其他,女,0.8297872340425531,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,38,商人,女,0.42553191489361697,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
81,33,自由职业者,女,0.3191489361702128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82,62,其他,女,0.9361702127659574,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,35,自由职业者,女,0.36170212765957444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84,64,工程师,男,0.9787234042553191,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85,41,作家,男,0.4893617021276595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,43,自由职业者,女,0.5319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
87,42,设计师,男,0.5106382978723404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88,62,商人,男,0.9361702127659574,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
89,58,公务员,女,0.851063829787234,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,46,教师,女,0.5957446808510638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
91,32,其他,女,0.2978723404255319,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,62,医生,女,0.9361702127659574,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
93,18,公务员,女,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,42,设计师,女,0.5106382978723404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
95,24,自由职业者,男,0.12765957446808507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
96,26,作家,女,0.17021276595744683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,41,工程师,男,0.4893617021276595,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
98,18,教师,女,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
99,61,学生,女,0.9148936170212766,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100,25,公务员,男,0.14893617021276595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,41,作家,女,0.4893617021276595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,28,学生,女,0.21276595744680848,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
103,34,教师,男,0.34042553191489355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
104,25,医生,女,0.14893617021276595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105,52,医生,男,0.723404255319149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
106,52,商人,女,0.723404255319149,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
107,50,教师,女,0.6808510638297872,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
108,22,教师,男,0.08510638297872342,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
109,59,学生,女,0.8723404255319148,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
110,56,作家,男,0.8085106382978723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,58,其他,男,0.851063829787234,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,45,学生,男,0.5744680851063829,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
113,24,工程师,女,0.12765957446808507,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
114,26,医生,女,0.17021276595744683,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
115,25,医生,男,0.14893617021276595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
116,29,商人,女,0.23404255319148937,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
117,51,工程师,女,0.702127659574468,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
118,50,医生,女,0.6808510638297872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
119,40,学生,男,0.46808510638297873,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
120,41,工程师,女,0.4893617021276595,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
121,54,学生,男,0.7659574468085105,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
122,52,其他,女,0.723404255319149,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,61,其他,女,0.9148936170212766,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,57,医生,男,0.8297872340425531,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
125,39,医生,女,0.44680851063829785,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
126,44,作家,男,0.5531914893617021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,52,其他,女,0.723404255319149,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,18,公务员,男,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,52,公务员,女,0.723404255319149,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,54,商人,女,0.7659574468085105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
131,64,其他,女,0.9787234042553191,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,31,学生,男,0.276595744680851,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
133,20,学生,男,0.04255319148936171,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
134,18,设计师,男,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
135,22,工程师,女,0.08510638297872342,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
136,43,自由职业者,男,0.5319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
137,31,公务员,男,0.276595744680851,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,56,医生,男,0.8085106382978723,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
139,44,商人,男,0.5531914893617021,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
140,26,自由职业者,男,0.17021276595744683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
141,32,教师,男,0.2978723404255319,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
142,32,商人,男,0.2978723404255319,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
143,43,教师,男,0.5319148936170213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
144,59,其他,男,0.8723404255319148,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,30,教师,男,0.25531914893617025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
146,49,教师,女,0.6595744680851064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
147,56,作家,女,0.8085106382978723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,49,作家,男,0.6595744680851064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,21,作家,女,0.06382978723404253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,47,其他,女,0.6170212765957447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,54,自由职业者,男,0.7659574468085105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
152,40,商人,男,0.46808510638297873,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
153,56,商人,男,0.8085106382978723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
154,62,医生,女,0.9361702127659574,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
155,32,作家,男,0.2978723404255319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,60,其他,女,0.8936170212765958,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,46,医生,男,0.5957446808510638,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
158,53,工程师,女,0.7446808510638298,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
159,30,医生,女,0.25531914893617025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
160,49,自由职业者,男,0.6595744680851064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
161,24,公务员,男,0.12765957446808507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,39,教师,女,0.44680851063829785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
163,45,作家,女,0.5744680851063829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,19,公务员,男,0.021276595744680826,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,59,医生,男,0.8723404255319148,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
166,62,其他,女,0.9361702127659574,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,23,教师,男,0.10638297872340424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
168,45,商人,女,0.5744680851063829,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
169,45,学生,男,0.5744680851063829,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
170,61,教师,男,0.9148936170212766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
171,61,自由职业者,男,0.9148936170212766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
172,37,自由职业者,女,0.4042553191489362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
173,47,医生,男,0.6170212765957447,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
174,28,工程师,女,0.21276595744680848,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
175,45,自由职业者,男,0.5744680851063829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
176,42,自由职业者,女,0.5106382978723404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
177,56,其他,女,0.8085106382978723,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,50,医生,男,0.6808510638297872,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
179,18,教师,女,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
180,44,工程师,女,0.5531914893617021,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
181,30,公务员,女,0.25531914893617025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,58,学生,女,0.851063829787234,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
183,20,作家,男,0.04255319148936171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,56,商人,男,0.8085106382978723,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
185,23,自由职业者,男,0.10638297872340424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
186,25,医生,女,0.14893617021276595,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
187,44,作家,女,0.5531914893617021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,26,商人,男,0.17021276595744683,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
189,54,商人,男,0.7659574468085105,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
190,50,公务员,女,0.6808510638297872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,59,公务员,男,0.8723404255319148,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,61,公务员,男,0.9148936170212766,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,41,设计师,女,0.4893617021276595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
194,32,设计师,男,0.2978723404255319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
195,49,商人,女,0.6595744680851064,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
196,49,公务员,男,0.6595744680851064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,41,其他,女,0.4893617021276595,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,58,自由职业者,女,0.851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
199,29,作家,女,0.23404255319148937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,56,作家,女,0.8085106382978723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,19,设计师,女,0.021276595744680826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
202,20,商人,男,0.04255319148936171,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
203,54,医生,男,0.7659574468085105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
204,34,教师,男,0.34042553191489355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
205,19,教师,女,0.021276595744680826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
206,19,设计师,男,0.021276595744680826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
207,45,医生,女,0.5744680851063829,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
208,40,设计师,女,0.46808510638297873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
209,54,教师,男,0.7659574468085105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
210,49,医生,女,0.6595744680851064,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
211,50,公务员,男,0.6808510638297872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,18,商人,女,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
213,36,作家,女,0.3829787234042553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,19,其他,男,0.021276595744680826,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,61,工程师,女,0.9148936170212766,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
216,43,商人,男,0.5319148936170213,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
217,49,公务员,女,0.6595744680851064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,23,教师,男,0.10638297872340424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
219,49,公务员,女,0.6595744680851064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,21,设计师,男,0.06382978723404253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
221,28,医生,男,0.21276595744680848,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
222,34,作家,女,0.34042553191489355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,55,自由职业者,男,0.7872340425531915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
224,41,设计师,女,0.4893617021276595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
225,22,商人,女,0.08510638297872342,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
226,51,设计师,男,0.702127659574468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
227,23,商人,男,0.10638297872340424,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
228,39,自由职业者,男,0.44680851063829785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
229,28,学生,男,0.21276595744680848,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
230,33,作家,男,0.3191489361702128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,50,其他,女,0.6808510638297872,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,26,其他,男,0.17021276595744683,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,23,工程师,女,0.10638297872340424,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
234,33,公务员,男,0.3191489361702128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,46,学生,男,0.5957446808510638,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
236,20,其他,男,0.04255319148936171,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,37,设计师,女,0.4042553191489362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
238,53,公务员,男,0.7446808510638298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,36,学生,女,0.3829787234042553,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
240,43,医生,女,0.5319148936170213,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
241,20,医生,女,0.04255319148936171,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
242,36,公务员,男,0.3829787234042553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,37,商人,女,0.4042553191489362,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
244,49,商人,男,0.6595744680851064,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
245,24,设计师,女,0.12765957446808507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
246,58,学生,男,0.851063829787234,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
247,50,学生,女,0.6808510638297872,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
248,57,公务员,男,0.8297872340425531,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,56,教师,男,0.8085106382978723,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
250,35,医生,男,0.36170212765957444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
251,57,学生,女,0.8297872340425531,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
252,18,公务员,女,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,28,自由职业者,男,0.21276595744680848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
