source,target,interaction_freq,last_interaction,interaction_freq_normalized
0,275,192,2023-03-24 00:00:00,0.25000000000000006
0,273,277,2023-09-29 00:00:00,0.36125654450261785
0,83,450,2023-06-07 00:00:00,0.587696335078534
0,28,124,2023-10-18 00:00:00,0.16099476439790578
0,312,485,2023-02-10 00:00:00,0.6335078534031413
0,242,44,2023-09-06 00:00:00,0.05628272251308901
0,214,390,2023-09-30 00:00:00,0.5091623036649214
0,20,393,2023-03-06 00:00:00,0.5130890052356021
0,307,66,2023-12-04 00:00:00,0.08507853403141362
0,71,244,2023-10-09 00:00:00,0.3180628272251309
0,333,271,2023-11-07 00:00:00,0.35340314136125656
0,207,217,2023-04-19 00:00:00,0.28272251308900526
0,168,103,2023-06-09 00:00:00,0.1335078534031414
0,308,205,2023-12-10 00:00:00,0.2670157068062827
0,341,232,2023-03-03 00:00:00,0.30235602094240843
0,128,11,2023-10-29 00:00:00,0.013089005235602096
0,334,302,2023-04-23 00:00:00,0.39397905759162305
0,238,363,2023-11-20 00:00:00,0.47382198952879584
0,265,31,2023-04-28 00:00:00,0.03926701570680628
0,141,441,2023-06-19 00:00:00,0.5759162303664921
0,78,37,2023-09-21 00:00:00,0.04712041884816754
0,345,343,2023-09-06 00:00:00,0.4476439790575917
0,317,125,2023-08-31 00:00:00,0.162303664921466
0,158,414,2023-07-28 00:00:00,0.5405759162303665
0,38,217,2023-07-30 00:00:00,0.28272251308900526
0,302,345,2023-12-01 00:00:00,0.4502617801047121
0,27,331,2023-02-20 00:00:00,0.43193717277486915
0,54,32,2023-07-26 00:00:00,0.04057591623036649
0,139,410,2023-02-25 00:00:00,0.5353403141361256
0,109,128,2023-04-09 00:00:00,0.16623036649214662
0,291,217,2023-04-04 00:00:00,0.28272251308900526
0,142,128,2023-02-08 00:00:00,0.16623036649214662
0,203,334,2023-10-04 00:00:00,0.4358638743455498
0,105,497,2023-02-17 00:00:00,0.6492146596858639
0,232,86,2023-07-28 00:00:00,0.11125654450261781
0,64,110,2023-07-25 00:00:00,0.14267015706806285
0,217,463,2023-01-31 00:00:00,0.6047120418848168
0,248,136,2023-08-21 00:00:00,0.1767015706806283
0,126,339,2023-09-07 00:00:00,0.44240837696335084
0,224,80,2023-04-08 00:00:00,0.10340314136125654
0,261,152,2023-04-22 00:00:00,0.19764397905759165
0,283,496,2023-01-30 00:00:00,0.6479057591623036
0,144,32,2023-06-10 00:00:00,0.04057591623036649
0,226,30,2023-01-26 00:00:00,0.03795811518324607
0,290,81,2023-01-30 00:00:00,0.10471204188481675
0,25,492,2023-09-18 00:00:00,0.6426701570680629
0,342,36,2023-11-01 00:00:00,0.04581151832460733
0,146,483,2023-10-19 00:00:00,0.6308900523560209
0,300,127,2023-10-24 00:00:00,0.16492146596858642
0,94,305,2023-01-21 00:00:00,0.3979057591623037
0,1,268,2023-06-11 00:00:00,0.34947643979057597
0,184,479,2023-05-14 00:00:00,0.6256544502617801
0,159,105,2023-12-09 00:00:00,0.1361256544502618
0,149,154,2023-08-23 00:00:00,0.20026178010471207
0,13,276,2023-04-20 00:00:00,0.35994764397905765
0,59,451,2023-05-06 00:00:00,0.5890052356020943
0,17,427,2023-10-06 00:00:00,0.5575916230366492
0,326,361,2023-06-04 00:00:00,0.47120418848167545
0,80,314,2023-12-01 00:00:00,0.4096858638743456
0,187,271,2023-01-05 00:00:00,0.35340314136125656
0,161,456,2023-02-24 00:00:00,0.5955497382198953
0,66,259,2023-09-08 00:00:00,0.3376963350785341
0,31,48,2023-11-21 00:00:00,0.06151832460732985
0,136,217,2023-05-22 00:00:00,0.28272251308900526
0,7,23,2023-01-02 00:00:00,0.028795811518324606
0,255,83,2023-08-15 00:00:00,0.10732984293193717
0,49,283,2023-12-28 00:00:00,0.3691099476439791
0,320,5,2023-02-27 00:00:00,0.005235602094240838
0,85,463,2023-03-18 00:00:00,0.6047120418848168
0,246,280,2023-01-19 00:00:00,0.36518324607329844
0,123,400,2023-10-14 00:00:00,0.5222513089005235
0,284,378,2023-06-20 00:00:00,0.493455497382199
0,140,411,2023-12-09 00:00:00,0.5366492146596858
0,137,443,2023-05-08 00:00:00,0.5785340314136126
0,343,56,2023-07-15 00:00:00,0.07198952879581152
0,115,447,2023-01-20 00:00:00,0.5837696335078534
0,297,421,2023-04-27 00:00:00,0.5497382198952879
0,185,348,2023-10-02 00:00:00,0.4541884816753927
0,104,306,2023-08-11 00:00:00,0.3992146596858639
0,324,23,2023-12-29 00:00:00,0.028795811518324606
0,171,340,2023-03-05 00:00:00,0.44371727748691103
0,111,403,2023-10-24 00:00:00,0.5261780104712042
0,14,165,2023-08-27 00:00:00,0.21465968586387438
0,310,346,2023-04-20 00:00:00,0.45157068062827227
0,32,262,2023-08-31 00:00:00,0.3416230366492147
0,30,338,2023-02-13 00:00:00,0.44109947643979064
0,222,340,2023-11-21 00:00:00,0.44371727748691103
0,92,318,2023-06-21 00:00:00,0.4149214659685864
0,72,345,2023-06-08 00:00:00,0.4502617801047121
0,40,116,2023-04-12 00:00:00,0.15052356020942412
0,125,244,2023-11-09 00:00:00,0.3180628272251309
0,266,205,2023-05-05 00:00:00,0.2670157068062827
0,212,113,2023-04-01 00:00:00,0.14659685863874347
0,278,250,2023-04-23 00:00:00,0.3259162303664922
0,340,471,2023-03-07 00:00:00,0.6151832460732984
0,237,340,2023-01-14 00:00:00,0.44371727748691103
0,311,43,2023-11-26 00:00:00,0.0549738219895288
0,309,444,2023-08-25 00:00:00,0.5798429319371727
0,330,134,2023-07-14 00:00:00,0.17408376963350788
0,230,233,2023-06-17 00:00:00,0.30366492146596863
0,70,173,2023-07-14 00:00:00,0.22513089005235604
0,16,103,2023-01-11 00:00:00,0.1335078534031414
0,249,59,2023-10-16 00:00:00,0.07591623036649214
0,39,239,2023-12-25 00:00:00,0.31151832460732987
0,251,326,2023-08-24 00:00:00,0.4253926701570681
0,10,223,2023-04-01 00:00:00,0.29057591623036655
0,55,414,2023-10-03 00:00:00,0.5405759162303665
0,228,138,2023-06-15 00:00:00,0.17931937172774873
0,69,125,2023-08-26 00:00:00,0.162303664921466
0,113,254,2023-06-16 00:00:00,0.33115183246073304
0,258,285,2023-01-06 00:00:00,0.37172774869109954
0,257,265,2023-04-08 00:00:00,0.3455497382198953
0,196,298,2023-07-08 00:00:00,0.38874345549738226
0,156,111,2023-09-05 00:00:00,0.14397905759162305
0,303,358,2023-03-06 00:00:00,0.4672774869109948
0,286,130,2023-09-02 00:00:00,0.16884816753926704
0,81,59,2023-02-03 00:00:00,0.07591623036649214
0,174,392,2023-08-02 00:00:00,0.5117801047120418
0,293,311,2023-11-02 00:00:00,0.40575916230366493
0,33,405,2023-11-13 00:00:00,0.5287958115183246
0,42,116,2023-09-25 00:00:00,0.15052356020942412
0,347,486,2023-04-17 00:00:00,0.6348167539267016
0,2,81,2023-01-02 00:00:00,0.10471204188481675
0,281,412,2023-04-12 00:00:00,0.5379581151832461
0,263,85,2023-06-07 00:00:00,0.1099476439790576
0,279,42,2023-11-03 00:00:00,0.05366492146596859
0,51,392,2023-12-11 00:00:00,0.5117801047120418
0,338,470,2023-05-23 00:00:00,0.6138743455497382
0,162,241,2023-06-28 00:00:00,0.3141361256544503
0,19,312,2023-05-03 00:00:00,0.4070680628272252
0,75,391,2023-10-06 00:00:00,0.5104712041884817
0,218,120,2023-07-30 00:00:00,0.15575916230366493
0,268,362,2023-07-15 00:00:00,0.47251308900523564
0,314,198,2023-12-06 00:00:00,0.2578534031413613
0,5,8,2023-03-15 00:00:00,0.009162303664921467
0,178,355,2023-07-23 00:00:00,0.46335078534031415
0,192,321,2023-09-07 00:00:00,0.41884816753926707
0,243,356,2023-06-03 00:00:00,0.4646596858638744
0,195,468,2023-10-26 00:00:00,0.6112565445026178
0,181,74,2023-04-29 00:00:00,0.09554973821989529
0,8,237,2023-11-23 00:00:00,0.3089005235602095
0,245,131,2023-08-24 00:00:00,0.17015706806282724
0,129,301,2023-06-03 00:00:00,0.39267015706806285
0,328,196,2023-10-20 00:00:00,0.25523560209424084
0,331,349,2023-03-12 00:00:00,0.4554973821989529
0,150,449,2023-07-07 00:00:00,0.5863874345549738
0,101,468,2023-05-20 00:00:00,0.6112565445026178
0,99,441,2023-12-13 00:00:00,0.5759162303664921
0,296,371,2023-12-12 00:00:00,0.4842931937172775
0,102,8,2023-05-16 00:00:00,0.009162303664921467
0,318,328,2023-11-02 00:00:00,0.4280104712041885
0,163,106,2023-02-05 00:00:00,0.137434554973822
0,173,425,2023-10-11 00:00:00,0.5549738219895288
0,165,67,2023-10-04 00:00:00,0.08638743455497383
0,121,129,2023-03-31 00:00:00,0.16753926701570682
0,306,9,2023-03-31 00:00:00,0.010471204188481676
0,177,485,2023-11-11 00:00:00,0.6335078534031413
0,180,267,2023-06-04 00:00:00,0.3481675392670157
0,87,233,2023-09-16 00:00:00,0.30366492146596863
0,189,221,2023-08-20 00:00:00,0.2879581151832461
0,60,426,2023-02-13 00:00:00,0.556282722513089
0,259,211,2023-07-01 00:00:00,0.274869109947644
0,45,370,2023-06-16 00:00:00,0.48298429319371733
0,58,342,2023-06-07 00:00:00,0.4463350785340314
0,269,24,2023-04-23 00:00:00,0.03010471204188482
0,167,236,2023-12-20 00:00:00,0.3075916230366492
0,227,325,2023-02-28 00:00:00,0.4240837696335079
0,96,309,2023-03-20 00:00:00,0.40314136125654454
0,91,390,2023-12-02 00:00:00,0.5091623036649214
0,143,488,2023-11-18 00:00:00,0.637434554973822
0,61,181,2023-09-17 00:00:00,0.23560209424083772
0,93,259,2023-11-27 00:00:00,0.3376963350785341
0,41,187,2023-07-10 00:00:00,0.243455497382199
0,235,146,2023-05-10 00:00:00,0.1897905759162304
0,6,494,2023-11-05 00:00:00,0.6452879581151832
0,89,448,2023-03-18 00:00:00,0.5850785340314136
0,107,299,2023-12-06 00:00:00,0.39005235602094246
0,79,481,2023-02-13 00:00:00,0.6282722513089005
0,208,433,2023-02-21 00:00:00,0.5654450261780105
0,132,415,2023-03-26 00:00:00,0.5418848167539267
0,221,23,2023-07-30 00:00:00,0.028795811518324606
0,301,386,2023-08-18 00:00:00,0.5039267015706806
0,250,477,2023-01-14 00:00:00,0.6230366492146597
0,106,203,2023-09-15 00:00:00,0.26439790575916233
0,29,192,2023-05-01 00:00:00,0.25000000000000006
0,337,147,2023-08-30 00:00:00,0.1910994764397906
0,100,130,2023-01-09 00:00:00,0.16884816753926704
0,110,177,2023-05-04 00:00:00,0.23036649214659688
0,264,376,2023-12-03 00:00:00,0.49083769633507857
0,225,444,2023-12-02 00:00:00,0.5798429319371727
0,86,170,2023-05-20 00:00:00,0.22120418848167542
0,152,309,2023-04-03 00:00:00,0.40314136125654454
0,148,82,2023-01-16 00:00:00,0.10602094240837696
0,295,399,2023-11-27 00:00:00,0.5209424083769634
0,201,327,2023-03-31 00:00:00,0.4267015706806283
0,289,204,2023-09-03 00:00:00,0.26570680628272253
0,260,450,2023-10-10 00:00:00,0.587696335078534
0,160,328,2023-10-28 00:00:00,0.4280104712041885
0,321,321,2023-06-05 00:00:00,0.41884816753926707
0,68,495,2023-05-04 00:00:00,0.6465968586387435
0,131,100,2023-07-05 00:00:00,0.12958115183246074
0,22,202,2023-07-11 00:00:00,0.26308900523560214
0,298,76,2023-12-15 00:00:00,0.09816753926701571
0,262,396,2023-12-15 00:00:00,0.5170157068062827
0,220,330,2023-12-21 00:00:00,0.43062827225130895
0,234,71,2023-02-25 00:00:00,0.09162303664921466
0,44,476,2023-03-22 00:00:00,0.6217277486910995
0,50,479,2023-01-19 00:00:00,0.6256544502617801
0,193,291,2023-12-12 00:00:00,0.3795811518324608
0,97,480,2023-05-08 00:00:00,0.6269633507853403
0,124,263,2023-08-01 00:00:00,0.3429319371727749
0,112,237,2023-12-11 00:00:00,0.3089005235602095
0,90,152,2023-03-20 00:00:00,0.19764397905759165
0,179,101,2023-06-18 00:00:00,0.13089005235602097
0,216,152,2023-05-07 00:00:00,0.19764397905759165
0,151,402,2023-06-16 00:00:00,0.524869109947644
0,145,248,2023-02-09 00:00:00,0.32329842931937175
0,157,130,2023-12-04 00:00:00,0.16884816753926704
0,4,495,2023-08-09 00:00:00,0.6465968586387435
0,327,286,2023-10-25 00:00:00,0.37303664921465973
0,95,353,2023-10-22 00:00:00,0.46073298429319376
0,120,283,2023-03-23 00:00:00,0.3691099476439791
0,247,170,2023-10-14 00:00:00,0.22120418848167542
0,190,276,2023-11-12 00:00:00,0.35994764397905765
0,282,322,2023-02-09 00:00:00,0.42015706806282727
0,244,255,2023-08-22 00:00:00,0.33246073298429324
0,319,498,2023-03-14 00:00:00,0.650523560209424
0,233,120,2023-03-23 00:00:00,0.15575916230366493
0,256,52,2023-05-07 00:00:00,0.06675392670157068
0,166,44,2023-12-09 00:00:00,0.05628272251308901
0,202,177,2023-10-05 00:00:00,0.23036649214659688
0,155,361,2023-04-12 00:00:00,0.47120418848167545
0,191,15,2023-07-17 00:00:00,0.01832460732984293
0,147,431,2023-12-03 00:00:00,0.56282722513089
0,206,191,2023-06-25 00:00:00,0.2486910994764398
0,229,467,2023-10-30 00:00:00,0.6099476439790575
0,138,313,2023-04-11 00:00:00,0.4083769633507854
0,164,24,2023-11-21 00:00:00,0.03010471204188482
0,240,122,2023-09-19 00:00:00,0.15837696335078535
0,77,55,2023-05-29 00:00:00,0.07068062827225131
0,219,440,2023-03-13 00:00:00,0.574607329842932
0,305,21,2023-11-29 00:00:00,0.02617801047120419
0,153,328,2023-06-22 00:00:00,0.4280104712041885
0,154,67,2023-03-11 00:00:00,0.08638743455497383
0,198,445,2023-11-29 00:00:00,0.581151832460733
0,182,354,2023-09-22 00:00:00,0.46204188481675396
0,336,347,2023-03-09 00:00:00,0.4528795811518325
0,241,36,2023-11-03 00:00:00,0.04581151832460733
0,294,112,2023-11-11 00:00:00,0.14528795811518327
0,253,465,2023-11-13 00:00:00,0.6073298429319371
0,267,322,2023-06-04 00:00:00,0.42015706806282727
0,316,117,2023-06-07 00:00:00,0.15183246073298431
0,205,321,2023-04-28 00:00:00,0.41884816753926707
0,47,326,2023-08-14 00:00:00,0.4253926701570681
0,183,299,2023-01-03 00:00:00,0.39005235602094246
0,52,243,2023-01-17 00:00:00,0.3167539267015707
0,34,497,2023-07-11 00:00:00,0.6492146596858639
0,35,211,2023-03-05 00:00:00,0.274869109947644
107,953,16,2023-11-29 00:00:00,0.01963350785340314
107,1323,476,2023-09-11 00:00:00,0.6217277486910995
107,1789,374,2023-03-03 00:00:00,0.48821989528795817
107,1707,170,2023-02-15 00:00:00,0.22120418848167542
107,1175,49,2023-07-26 00:00:00,0.06282722513089005
107,1059,294,2023-12-25 00:00:00,0.3835078534031414
107,1329,486,2023-12-17 00:00:00,0.6348167539267016
107,1559,199,2023-07-28 00:00:00,0.2591623036649215
107,1804,196,2023-12-23 00:00:00,0.25523560209424084
107,1898,243,2023-03-12 00:00:00,0.3167539267015707
107,1622,434,2023-06-25 00:00:00,0.5667539267015707
107,1520,94,2023-02-19 00:00:00,0.12172774869109948
107,1200,160,2023-07-01 00:00:00,0.2081151832460733
107,1202,91,2023-12-29 00:00:00,0.11780104712041885
107,1449,221,2023-05-10 00:00:00,0.2879581151832461
107,1836,256,2023-02-16 00:00:00,0.33376963350785344
107,1156,95,2023-05-14 00:00:00,0.12303664921465969
107,1605,206,2023-04-13 00:00:00,0.268324607329843
107,1149,117,2023-06-29 00:00:00,0.15183246073298431
107,1173,42,2023-06-23 00:00:00,0.05366492146596859
107,1180,232,2023-02-18 00:00:00,0.30235602094240843
107,1549,269,2023-05-12 00:00:00,0.35078534031413616
107,1412,11,2023-11-07 00:00:00,0.013089005235602096
107,1638,32,2023-10-13 00:00:00,0.04057591623036649
107,942,31,2023-12-16 00:00:00,0.03926701570680628
107,1448,192,2023-02-18 00:00:00,0.25000000000000006
107,1786,87,2023-01-01 00:00:00,0.11256544502617802
107,1768,494,2023-09-28 00:00:00,0.6452879581151832
107,1092,7,2023-01-03 00:00:00,0.007853403141361258
107,927,168,2023-07-16 00:00:00,0.218586387434555
107,1791,157,2023-01-15 00:00:00,0.2041884816753927
107,1287,410,2023-10-18 00:00:00,0.5353403141361256
107,1516,289,2023-07-11 00:00:00,0.3769633507853403
107,1044,440,2023-02-05 00:00:00,0.574607329842932
107,1235,490,2023-03-30 00:00:00,0.6400523560209425
107,1100,97,2023-11-22 00:00:00,0.12565445026178013
107,1279,318,2023-09-13 00:00:00,0.4149214659685864
107,1366,94,2023-10-02 00:00:00,0.12172774869109948
107,1472,112,2023-06-26 00:00:00,0.14528795811518327
107,1374,50,2023-12-16 00:00:00,0.06413612565445026
107,483,468,2023-03-21 00:00:00,0.6112565445026178
107,1610,294,2023-04-01 00:00:00,0.3835078534031414
107,1021,457,2023-08-14 00:00:00,0.5968586387434555
107,1322,362,2023-04-01 00:00:00,0.47251308900523564
107,923,260,2023-03-18 00:00:00,0.3390052356020943
107,1505,417,2023-08-16 00:00:00,0.5445026178010471
107,1761,16,2023-11-15 00:00:00,0.01963350785340314
107,1566,20,2023-10-03 00:00:00,0.024869109947643978
107,1211,455,2023-03-03 00:00:00,0.5942408376963351
107,1835,414,2023-06-09 00:00:00,0.5405759162303665
107,896,479,2023-05-30 00:00:00,0.6256544502617801
107,1479,56,2023-06-28 00:00:00,0.07198952879581152
107,1215,303,2023-09-23 00:00:00,0.3952879581151833
107,1199,86,2023-02-21 00:00:00,0.11125654450261781
107,1539,255,2023-04-09 00:00:00,0.33246073298429324
107,1153,309,2023-03-21 00:00:00,0.40314136125654454
107,1796,314,2023-06-22 00:00:00,0.4096858638743456
107,1355,481,2023-08-21 00:00:00,0.6282722513089005
107,1236,476,2023-12-04 00:00:00,0.6217277486910995
107,1899,281,2023-07-19 00:00:00,0.3664921465968587
107,1884,402,2023-08-18 00:00:00,0.524869109947644
107,1425,484,2023-03-01 00:00:00,0.6321989528795812
107,475,343,2023-10-11 00:00:00,0.4476439790575917
107,1298,34,2023-06-23 00:00:00,0.043193717277486915
107,366,73,2023-05-03 00:00:00,0.09424083769633508
107,930,492,2023-09-09 00:00:00,0.6426701570680629
107,1230,97,2023-07-26 00:00:00,0.12565445026178013
107,1621,22,2023-07-03 00:00:00,0.0274869109947644
107,1437,31,2023-09-03 00:00:00,0.03926701570680628
107,1337,416,2023-12-04 00:00:00,0.5431937172774869
107,1801,363,2023-10-30 00:00:00,0.47382198952879584
107,1695,51,2023-09-24 00:00:00,0.06544502617801047
107,1795,47,2023-12-06 00:00:00,0.060209424083769635
107,1839,336,2023-06-14 00:00:00,0.4384816753926702
107,1632,467,2023-09-27 00:00:00,0.6099476439790575
107,1370,268,2023-07-21 00:00:00,0.34947643979057597
107,1340,330,2023-04-13 00:00:00,0.43062827225130895
107,1871,391,2023-04-12 00:00:00,0.5104712041884817
107,954,150,2023-11-17 00:00:00,0.19502617801047123
107,1718,219,2023-07-26 00:00:00,0.2853403141361257
107,1846,223,2023-07-13 00:00:00,0.29057591623036655
107,1582,43,2023-09-09 00:00:00,0.0549738219895288
107,1438,288,2023-09-05 00:00:00,0.3756544502617801
107,1060,313,2023-07-19 00:00:00,0.4083769633507854
107,1859,157,2023-09-12 00:00:00,0.2041884816753927
107,1816,403,2023-05-28 00:00:00,0.5261780104712042
107,1619,395,2023-12-17 00:00:00,0.5157068062827225
107,1431,358,2023-01-29 00:00:00,0.4672774869109948
107,1734,271,2023-01-22 00:00:00,0.35340314136125656
107,944,383,2023-10-20 00:00:00,0.5
107,1428,278,2023-03-30 00:00:00,0.36256544502617805
107,1097,329,2023-06-10 00:00:00,0.42931937172774876
107,958,379,2023-01-25 00:00:00,0.4947643979057592
107,1488,274,2023-01-15 00:00:00,0.3573298429319372
107,1471,25,2023-06-05 00:00:00,0.031413612565445025
107,1613,198,2023-04-07 00:00:00,0.2578534031413613
107,1250,181,2023-10-03 00:00:00,0.23560209424083772
107,1833,27,2023-12-17 00:00:00,0.034031413612565446
107,1085,379,2023-09-18 00:00:00,0.4947643979057592
107,1518,269,2023-04-02 00:00:00,0.35078534031413616
107,1163,261,2023-07-09 00:00:00,0.3403141361256545
107,1040,349,2023-12-24 00:00:00,0.4554973821989529
107,1900,23,2023-04-20 00:00:00,0.028795811518324606
107,1819,487,2023-04-06 00:00:00,0.6361256544502618
107,1557,457,2023-04-24 00:00:00,0.5968586387434555
107,1864,365,2023-06-13 00:00:00,0.4764397905759163
107,1754,254,2023-04-16 00:00:00,0.33115183246073304
107,1813,314,2023-01-08 00:00:00,0.4096858638743456
107,1135,24,2023-07-15 00:00:00,0.03010471204188482
107,908,106,2023-12-19 00:00:00,0.137434554973822
107,1537,60,2023-05-29 00:00:00,0.07722513089005235
107,1612,3,2023-05-04 00:00:00,0.0026178010471204194
107,1652,338,2023-06-19 00:00:00,0.44109947643979064
107,1389,91,2023-07-19 00:00:00,0.11780104712041885
107,1740,191,2023-07-25 00:00:00,0.2486910994764398
107,1122,23,2023-03-21 00:00:00,0.028795811518324606
107,1352,127,2023-11-15 00:00:00,0.16492146596858642
107,1483,343,2023-05-13 00:00:00,0.4476439790575917
107,959,452,2023-08-05 00:00:00,0.5903141361256544
107,1569,349,2023-10-20 00:00:00,0.4554973821989529
107,1903,364,2023-11-17 00:00:00,0.47513089005235604
107,641,159,2023-04-15 00:00:00,0.2068062827225131
107,1625,482,2023-12-01 00:00:00,0.6295811518324608
107,1444,6,2023-08-01 00:00:00,0.006544502617801049
107,1876,422,2023-07-31 00:00:00,0.5510471204188482
107,1192,194,2023-05-23 00:00:00,0.25261780104712045
107,1129,432,2023-04-08 00:00:00,0.5641361256544503
107,1078,419,2023-09-07 00:00:00,0.5471204188481675
107,1420,130,2023-11-04 00:00:00,0.16884816753926704
107,1360,6,2023-11-17 00:00:00,0.006544502617801049
107,1579,355,2023-07-22 00:00:00,0.46335078534031415
107,1794,22,2023-12-23 00:00:00,0.0274869109947644
107,1334,393,2023-08-18 00:00:00,0.5130890052356021
107,1716,66,2023-12-06 00:00:00,0.08507853403141362
107,1765,37,2023-11-23 00:00:00,0.04712041884816754
107,1703,275,2023-06-17 00:00:00,0.3586387434554974
107,1686,86,2023-05-12 00:00:00,0.11125654450261781
107,924,490,2023-12-15 00:00:00,0.6400523560209425
107,1260,367,2023-12-22 00:00:00,0.4790575916230367
107,1285,204,2023-05-26 00:00:00,0.26570680628272253
107,916,275,2023-05-27 00:00:00,0.3586387434554974
107,1714,146,2023-10-19 00:00:00,0.1897905759162304
107,952,134,2023-02-25 00:00:00,0.17408376963350788
107,1332,390,2023-03-03 00:00:00,0.5091623036649214
107,1210,203,2023-04-14 00:00:00,0.26439790575916233
107,1459,487,2023-02-14 00:00:00,0.6361256544502618
107,1680,285,2023-09-12 00:00:00,0.37172774869109954
107,1222,103,2023-03-07 00:00:00,0.1335078534031414
107,1124,266,2023-01-19 00:00:00,0.3468586387434555
107,1399,241,2023-09-03 00:00:00,0.3141361256544503
107,1377,56,2023-02-27 00:00:00,0.07198952879581152
107,975,118,2023-01-20 00:00:00,0.1531413612565445
107,1256,95,2023-02-12 00:00:00,0.12303664921465969
107,926,391,2023-12-22 00:00:00,0.5104712041884817
107,1345,316,2023-07-09 00:00:00,0.41230366492146603
107,1126,227,2023-11-02 00:00:00,0.29581151832460734
107,1596,340,2023-09-15 00:00:00,0.44371727748691103
107,1432,393,2023-04-07 00:00:00,0.5130890052356021
107,1414,372,2023-06-12 00:00:00,0.4856020942408377
107,1752,23,2023-10-19 00:00:00,0.028795811518324606
107,1344,8,2023-03-20 00:00:00,0.009162303664921467
